title,owner,like,view,mid,bvid,url,author_href,author,following,follower,like_author,video_view,article_view
花11万多买台新车，10块钱怼2个高配版烧饼夹菜庆祝一下，真香,田野上的繁荣,28163,280508,588278127,BV1m54y1d7pa,https://www.bilibili.com/video/BV1m54y1d7pa,https://space.bilibili.com/588278127,田野上的繁荣,18,2342640,26378048,492619646,0
女领导竟然让我去陪酒？我果断...,大乐超勇的,1530,14924,1830773414,BV1qZ4y1b7Ga,https://www.bilibili.com/video/BV1qZ4y1b7Ga,https://space.bilibili.com/1830773414,大乐超勇的,1,40480,398190,5843477,0
把猥琐发挥到极致？陈忠祥做自媒体的特别方式,陈忠祥,4279,67972,238171819,BV1Rv4y1P7fs,https://www.bilibili.com/video/BV1Rv4y1P7fs,https://space.bilibili.com/238171819,陈忠祥,70,196410,1596081,37927417,8416
没有之一！谁才是世界上最大的淡水鱼？,PAI派崔克,4343,95022,490118109,BV1j54y1f7Hh,https://www.bilibili.com/video/BV1j54y1f7Hh,https://space.bilibili.com/490118109,PAI派崔克,293,43069,233100,4574005,0
哼 整勒些，不就是想让我出山迈,果子哥哥工作室,5407,54615,32606879,BV1LF411j7nE,https://www.bilibili.com/video/BV1LF411j7nE,https://space.bilibili.com/32606879,果子哥哥工作室,4,1170409,7632447,209513665,0
夜晚的塞纳河畔 满足了我对浪漫的所有幻想 ♡ 巴黎日记大结局,Jacinth_jia,3732,43085,243553001,BV1oY4y1k7VA,https://www.bilibili.com/video/BV1oY4y1k7VA,https://space.bilibili.com/243553001,Jacinth_jia,107,186654,633936,11270012,0
第一次摆摊，没想到生意这么火爆，到底挣了多少钱？,花都兄弟,20689,511784,285319301,BV1Qt4y1s7iV,https://www.bilibili.com/video/BV1Qt4y1s7iV,https://space.bilibili.com/285319301,花都兄弟,178,443182,10501154,202664276,0
260斤胖子逆袭，这个夏天，我想给自己一个交代。,马野好饿,7899,315045,440664748,BV1UA4y1o76A,https://www.bilibili.com/video/BV1UA4y1o76A,https://space.bilibili.com/440664748,马野好饿,25,212434,1348357,66410243,1669
那一刻，我变成了光。,俊鸿,11258,169396,46508980,BV14Y4y167Jr,https://www.bilibili.com/video/BV14Y4y167Jr,https://space.bilibili.com/46508980,俊鸿,21,336083,8377599,161889681,0
女领导竟然让我去陪酒？我果断...,大乐超勇的,1530,14924,1830773414,BV1qZ4y1b7Ga,https://www.bilibili.com/video/BV1qZ4y1b7Ga,https://space.bilibili.com/1830773414,大乐超勇的,1,40480,398190,5843477,0
没有之一！谁才是世界上最大的淡水鱼？,PAI派崔克,4343,95022,490118109,BV1j54y1f7Hh,https://www.bilibili.com/video/BV1j54y1f7Hh,https://space.bilibili.com/490118109,PAI派崔克,293,43069,233100,4574005,0
夜晚的塞纳河畔 满足了我对浪漫的所有幻想 ♡ 巴黎日记大结局,Jacinth_jia,3732,43085,243553001,BV1oY4y1k7VA,https://www.bilibili.com/video/BV1oY4y1k7VA,https://space.bilibili.com/243553001,Jacinth_jia,107,186654,633936,11270012,0
260斤胖子逆袭，这个夏天，我想给自己一个交代。,马野好饿,7899,315045,440664748,BV1UA4y1o76A,https://www.bilibili.com/video/BV1UA4y1o76A,https://space.bilibili.com/440664748,马野好饿,25,212434,1348357,66410243,1669
那一刻，我变成了光。,俊鸿,11258,169396,46508980,BV14Y4y167Jr,https://www.bilibili.com/video/BV14Y4y167Jr,https://space.bilibili.com/46508980,俊鸿,21,336083,8377599,161889681,0
疯狂！一个小时速通暮色森林！1.16.5,岁月de长盒,880,16188,430963008,BV1dB4y197HM,https://www.bilibili.com/video/BV1dB4y197HM,https://space.bilibili.com/430963008,岁月de长盒,1174,848,6440,69305,1454
不同国家影视剧的本土特色,蜡笔小叽是养生女孩,15520,171461,383232993,BV1Pv4y1P7Pa,https://www.bilibili.com/video/BV1Pv4y1P7Pa,https://space.bilibili.com/383232993,蜡笔小叽是养生女孩,211,183754,1825849,25298427,0
探秘中车在美国的工厂！美媒说车厢藏了监控是真的吗？,我是郭杰瑞,44309,408701,176037767,BV1gA4y1Z7E1,https://www.bilibili.com/video/BV1gA4y1Z7E1,https://space.bilibili.com/176037767,我是郭杰瑞,31,7088025,42719413,896521999,0
朋友送的2022高考数学押题卷，超神带你一起品茶！,数学超神Legendary,610,11389,43699326,BV1mA4y1f73j,https://www.bilibili.com/video/BV1mA4y1f73j,https://space.bilibili.com/43699326,数学超神Legendary,10,29946,25130,500617,2023
帮孟加拉90岁车夫“圆梦”她们竟激动到欢呼“中国”,耀阳环游记,1763,26539,477764659,BV1Ba411a7YB,https://www.bilibili.com/video/BV1Ba411a7YB,https://space.bilibili.com/477764659,耀阳环游记,7,50331,342325,6895648,0
广式茶点椰汁千层马蹄糕，做法简单零失败，和茶楼一样Q弹爽口,村花大粥,2493,49096,1871525416,BV1c34y1Y7GS,https://www.bilibili.com/video/BV1c34y1Y7GS,https://space.bilibili.com/1871525416,村花大粥,4,5964,48371,891839,0
寻流记 第三章 完结篇,南南0908,12459,181683,70300971,BV1x34y1h7is,https://www.bilibili.com/video/BV1x34y1h7is,https://space.bilibili.com/70300971,南南0908,215,1466,21365,323789,0
话说糖醋排骨竟然翻车了，也是我没想到的,李酥酥的酥,3565,35564,412633068,BV18Y4y1z72p,https://www.bilibili.com/video/BV18Y4y1z72p,https://space.bilibili.com/412633068,李酥酥的酥,60,178462,2997647,42510489,14795
电影最TOP：印度电影为啥一言不合就蹦迪？,电影最TOP,45421,701182,17819768,BV12u41167PF,https://www.bilibili.com/video/BV12u41167PF,https://space.bilibili.com/17819768,电影最TOP,38,4437769,17659569,469231750,24371257
50台魅蓝2一扫而空哈哈哈哈，期待下次补货！,闲鱼小霸王,3,318,20705571,BV1C34y1j7tk,https://www.bilibili.com/video/BV1C34y1j7tk,https://space.bilibili.com/20705571,闲鱼小霸王,82,7977,14827,1637770,0
左下角小剧场一次看个够（经典互喷，经典包赢）,金轮丶小食堂,5618,57983,342233922,BV15v4y1P7G8,https://www.bilibili.com/video/BV15v4y1P7G8,https://space.bilibili.com/342233922,金轮丶小食堂,84,141222,573022,22630922,0
【惨】我被当成童工，差点被捉起来,逗比罐头,44693,414612,1439941526,BV1F34y1h76V,https://www.bilibili.com/video/BV1F34y1h76V,https://space.bilibili.com/1439941526,逗比罐头,68,214787,1454980,18744732,0
【𝟒𝐊 𝟔𝟎𝐅𝐏𝐒】“𝒋𝒊𝒃𝒂𝒓𝒐 𝒅𝒓𝒆𝒂𝒎”《爱死亡机器人》第三季,努力の巳宝宝,7871,222142,33159593,BV1D3411G7Xn,https://www.bilibili.com/video/BV1D3411G7Xn,https://space.bilibili.com/33159593,努力の巳宝宝,680,185851,3875305,39715977,14209
2023王道数据结构课后算法题 - 015 - P40_1,王道论坛,29,350,95228778,BV1r5411X79R,https://www.bilibili.com/video/BV1r5411X79R,https://space.bilibili.com/95228778,王道论坛,2,284083,333872,19724391,0
vlog|那天我把脸埋进雪里，看见了日照金山，见证雪山下的爱情,建康啊,3148,20761,252153158,BV1Sr4y187Pd,https://www.bilibili.com/video/BV1Sr4y187Pd,https://space.bilibili.com/252153158,建康啊,76,136809,2354599,29068981,60676
【物种指南·起源】在异星上创造生命，吞噬、进化、扩张、我 即是虫群！,科幻视界,15906,217001,25073738,BV1cA4y1Q77E,https://www.bilibili.com/video/BV1cA4y1Q77E,https://space.bilibili.com/25073738,科幻视界,13,386119,1446165,30177363,0
Vlog下班后的快乐•追剧一人食•霸气牛肉火锅•椰汁拿铁•芒果椰汁冻,甜糯糯吖,5013,73016,431100975,BV1yr4y147qr,https://www.bilibili.com/video/BV1yr4y147qr,https://space.bilibili.com/431100975,甜糯糯吖,15,545665,1847576,46854257,0
整鸡去骨内藏乾坤，味道那叫一个香！学会后可以做出更美味的乾坤鸡,主厨农国栋,8157,93640,415479453,BV1LF411L7c2,https://www.bilibili.com/video/BV1LF411L7c2,https://space.bilibili.com/415479453,主厨农国栋,13,1416779,15564806,255177704,0
【太阁立志传5DX】为了拔掉破灭flag，今川氏真居然…,小钱鸽,912,13917,165683637,BV1Tg411o7gT,https://www.bilibili.com/video/BV1Tg411o7gT,https://space.bilibili.com/165683637,小钱鸽,40,14837,45145,1303688,3468
我能想到最浪漫的事，就是和你踢场米兰德比,足球故事-李治霖,6316,75030,105502937,BV1kT4y1q7X6,https://www.bilibili.com/video/BV1kT4y1q7X6,https://space.bilibili.com/105502937,足球故事-李治霖,360,594516,2987720,61085853,22041
都说张飞有勇无谋，结果自己用计活捉刘岱，证明了他的能力,二棉裤说剧,3861,134138,1557073149,BV1oT4y1B75m,https://www.bilibili.com/video/BV1oT4y1B75m,https://space.bilibili.com/1557073149,二棉裤说剧,51,282700,1754306,71758950,0
emm…然后…可以少说一些然后吗？,西西表达课,4255,55945,442219114,BV1e34y1E7oN,https://www.bilibili.com/video/BV1e34y1E7oN,https://space.bilibili.com/442219114,西西表达课,9,77482,69204,1607637,0
【无间课堂】收尾！连载攻略的最终章！最底层的身法博弈逻辑-立回差合篇,热心市民顾小青,2730,39950,675317699,BV1M3411M711,https://www.bilibili.com/video/BV1M3411M711,https://space.bilibili.com/675317699,热心市民顾小青,81,103554,390145,10499948,12517
英语口语日记第234天｜我是如何在半年内说一口流利英语的？每天看半小时小猪佩奇即可！秘诀是坚持！,yuli日记,7502,214026,484505749,BV1Vu411C7GX,https://www.bilibili.com/video/BV1Vu411C7GX,https://space.bilibili.com/484505749,yuli日记,171,33982,41355,1295653,0
金克斯篇：来自千分ADC分享心得 100%包实用上分,蔬菜鸡腿,9437,449267,4247107,BV1ii4y1m7Ms,https://www.bilibili.com/video/BV1ii4y1m7Ms,https://space.bilibili.com/4247107,蔬菜鸡腿,174,10505,54871,2385862,0
游遍大半个中国，英国小哥感叹这才是中国最美的地方！,司徒建国秀,5933,47286,247760049,BV1LY4y1t7KA,https://www.bilibili.com/video/BV1LY4y1t7KA,https://space.bilibili.com/247760049,司徒建国秀,13,242550,1141066,16447371,0
程序员的学习需要有仪式感,英雄哪里出来,1636,35688,319521269,BV1Cu411z7Vp,https://www.bilibili.com/video/BV1Cu411z7Vp,https://space.bilibili.com/319521269,英雄哪里出来,208,109515,143260,2773449,0
离开深圳后，他在惠州买了7套房,峰哥亡命天涯,9886,288169,35847683,BV13L4y1F7y2,https://www.bilibili.com/video/BV13L4y1F7y2,https://space.bilibili.com/35847683,峰哥亡命天涯,189,1182798,7707952,195213692,0
今天准备了一些肉串，天气不好，然后回答一下关于开店的问题,这个季节瓜不好吃,4600,54617,36064411,BV1AY4y1L7CE,https://www.bilibili.com/video/BV1AY4y1L7CE,https://space.bilibili.com/36064411,这个季节瓜不好吃,90,142152,1478168,26025018,0
【宇哥】著名考研公式：点火公式,张宇考研数学,535,7557,679237565,BV1gB4y197Rs,https://www.bilibili.com/video/BV1gB4y197Rs,https://space.bilibili.com/679237565,张宇考研数学,16,695246,798620,17283582,2
12种风格画东京暗鸦，B站都看不到的绝版造型大集合,纸质动画师Millkun,311,4858,1589480691,BV1Ra41177zb,https://www.bilibili.com/video/BV1Ra41177zb,https://space.bilibili.com/1589480691,纸质动画师Millkun,4,52509,560900,5398088,0
健身最常见的5个副作用，你中招了几个？【卓叔】,卓叔增重,13806,251472,22423090,BV1DU4y127Mt,https://www.bilibili.com/video/BV1DU4y127Mt,https://space.bilibili.com/22423090,卓叔增重,121,1369235,2691448,57765318,338168
【补档】登月计划：关于Diana的秘密档案,不可回收创作者,6582,57124,387051756,BV1t3411P7k3,https://www.bilibili.com/video/BV1t3411P7k3,https://space.bilibili.com/387051756,不可回收创作者,495,14233,214418,3258091,0
从香格里拉到梅里雪山，目光所至，一路美景！我又意外结识了一位可爱的藏族大爷！,我是阳离子,5515,66726,314797142,BV1KF411T7rw,https://www.bilibili.com/video/BV1KF411T7rw,https://space.bilibili.com/314797142,我是阳离子,111,194809,923568,14719945,0
我会告诉你这是我挨过无数次打研究出来的司空震新出装铭文吗？我才不会说！,王者荣耀听安,12046,197468,430044260,BV1ev4y1P7H6,https://www.bilibili.com/video/BV1ev4y1P7H6,https://space.bilibili.com/430044260,王者荣耀听安,16,746502,13541566,272868223,0
猛男贴贴,陈秃秃的一家,16146,184122,550855941,BV1LP4y1F7je,https://www.bilibili.com/video/BV1LP4y1F7je,https://space.bilibili.com/550855941,陈秃秃的一家,12,290425,6735089,103259953,0
纽约吃喝玩乐行｜贝果 可颂甜甜圈 烤鸭 棒球赛 芝士蛋糕 披萨,愛吃的阿涵,1119,13005,2238716,BV1iY4y1t71g,https://www.bilibili.com/video/BV1iY4y1t71g,https://space.bilibili.com/2238716,愛吃的阿涵,265,53067,210218,4254420,13393
"你能分清other, others, the other, the others, another, one another?",英语兔,48579,377970,483162496,BV1EA4y1f7L9,https://www.bilibili.com/video/BV1EA4y1f7L9,https://space.bilibili.com/483162496,英语兔,94,3706978,6558015,86913953,291111
"下酒菜Omakase！酒烧乌鱼子,威士忌蜜瓜,孜然鸡脆骨,神奇麻酱拌面!",卡司故事,4964,55446,402874220,BV1gB4y117cG,https://www.bilibili.com/video/BV1gB4y117cG,https://space.bilibili.com/402874220,卡司故事,338,290256,1196632,15069309,0
老伦敦就好这一口！正宗意式蔬菜蛋饼，包教包会,文森佐的盘子,1272,17378,1496106313,BV1zZ4y187kw,https://www.bilibili.com/video/BV1zZ4y187kw,https://space.bilibili.com/1496106313,文森佐的盘子,3,214127,550080,11703495,0
【全网独家】【全套六级真题解析】21.12月（一） 超详细逐题讲解,烤鸭TV,2339,66608,491240131,BV18U4y1U7HT,https://www.bilibili.com/video/BV18U4y1U7HT,https://space.bilibili.com/491240131,烤鸭TV,87,752447,522664,9437693,1658
用米其林的画风打开螺旋蛋包饭!!!!要是标题党我把鞋吃了~,狂人料理日记,4136,69482,546095116,BV18Y4y1k7yG,https://www.bilibili.com/video/BV18Y4y1k7yG,https://space.bilibili.com/546095116,狂人料理日记,10,1907,5705,113511,0
我们有正经预告片了！《代号：问剑》先导预告,GC小迪,2328,34615,305116570,BV1y34y177oc,https://www.bilibili.com/video/BV1y34y177oc,https://space.bilibili.com/305116570,GC小迪,705,17991,40129,1157582,0
10分钟150卡路里！5 款快乐减肥 App ，好玩不要钱！,叔贵,18100,173474,1531707,BV1MY411A7Vb,https://www.bilibili.com/video/BV1MY411A7Vb,https://space.bilibili.com/1531707,叔贵,94,2402564,7154966,110175037,541055
包场吃广州最贵法餐，是什么体验？ | Rever玥【肉老师探店】,热心市民肉老师,3974,42409,433267706,BV1ES4y1h7ck,https://www.bilibili.com/video/BV1ES4y1h7ck,https://space.bilibili.com/433267706,热心市民肉老师,207,100551,548918,8851660,0
今天给护士老婆送饭，躲着不让她发现，看看她会有什么反应,老婆吃饭365,1284,14096,273875587,BV17v4y1N7bh,https://www.bilibili.com/video/BV17v4y1N7bh,https://space.bilibili.com/273875587,老婆吃饭365,9,25393,176993,2164106,0
【军用下放民用】把北斗卫星戴在手上？北斗手表syntime基础款测评！,超级战术频道HyperTacTV,1954,33909,24109497,BV1GA4y1Q7va,https://www.bilibili.com/video/BV1GA4y1Q7va,https://space.bilibili.com/24109497,超级战术频道HyperTacTV,971,259435,983225,18197373,0
大盘到达关键位置，继续高抛低吸和选择防守板块是不错的选择,松松的股,44,566,147197942,BV1Z5411Q7uN,https://www.bilibili.com/video/BV1Z5411Q7uN,https://space.bilibili.com/147197942,松松的股,12,3696,5163,143101,0
探索300米地下空间，人类第一次涉足，发现大型暗河,户外行军蚁,4638,80155,687499198,BV185411d7MR,https://www.bilibili.com/video/BV185411d7MR,https://space.bilibili.com/687499198,户外行军蚁,34,211706,673196,17572143,0
韩国大学食堂系列、 看我视频，劝退了一起批，想来韩国留学的人,刘同学在韩国,12149,346613,1735561767,BV1tY4y1875Q,https://www.bilibili.com/video/BV1tY4y1875Q,https://space.bilibili.com/1735561767,刘同学在韩国,8,20563,500848,13208417,0
吃这碗面：一口汤汁都不剩｜红烧牛肉面｜Jrake｜,Hey-Jrake,1598,33476,525042162,BV17v4y1N7Bn,https://www.bilibili.com/video/BV17v4y1N7Bn,https://space.bilibili.com/525042162,Hey-Jrake,107,447393,1007333,31150825,3252
“为什么想做邮递员”“因为邮递员传递的是幸福啊”,CH_postoffice,13137,44306,409544531,BV1EY411w7R2,https://www.bilibili.com/video/BV1EY411w7R2,https://space.bilibili.com/409544531,CH_postoffice,20,169,32783,144735,0
【龙虾】精挑细选还是买了假龙虾！,毛茸茸的星球,17896,189797,431753564,BV1hS4y187jz,https://www.bilibili.com/video/BV1hS4y187jz,https://space.bilibili.com/431753564,毛茸茸的星球,130,528630,4785888,41489501,0
【PP舞蹈教学】(G)I-DLE - Tomboy全曲舞蹈分解教学|保姆级详细教程,强壮pp,8216,218567,96180527,BV1Y34y1e7Lv,https://www.bilibili.com/video/BV1Y34y1e7Lv,https://space.bilibili.com/96180527,强壮pp,76,114895,245395,8275832,0
"【新潟之旅2】挑战靠班次极少的公车旅行佐渡岛!价格超便宜,享受包车快感,欣赏窗外无敌海景.",老宋CHANNEL,1709,12757,15418765,BV1Uu41167HK,https://www.bilibili.com/video/BV1Uu41167HK,https://space.bilibili.com/15418765,老宋CHANNEL,47,45297,131852,2555933,1767
不会拍视频？3个从电影偷来的小技巧拯救你！,你的不秃头,2067,23709,1725303984,BV1ZS4y1b7U2,https://www.bilibili.com/video/BV1ZS4y1b7U2,https://space.bilibili.com/1725303984,你的不秃头,137,90861,305679,3541734,0
日本媳妇瘦了！？69公斤了！买个小蛋糕庆祝下减肥成功,日本媳妇在山东农村,8620,152260,391329387,BV1au41167aE,https://www.bilibili.com/video/BV1au41167aE,https://space.bilibili.com/391329387,日本媳妇在山东农村,2,63983,229721,5125464,0
超越K记M记的韩国汉堡界天花板，炸鸡竟然也做的这么好吃！,小朱chunmi-,1258,15925,1385676353,BV1mY4y1t7E4,https://www.bilibili.com/video/BV1mY4y1t7E4,https://space.bilibili.com/1385676353,小朱chunmi-,29,41793,177151,3171893,0
上路惨遭无限越塔，打野陷入劣势！迎接我们的天索斩月吧！,打野茶茶,21554,310411,11352614,BV1EY4y1t7Lz,https://www.bilibili.com/video/BV1EY4y1t7Lz,https://space.bilibili.com/11352614,打野茶茶,99,331418,3406464,52662613,17524
【底层小v 永不毕业】哪怕只有三个观众，我也想好好唱给你听~,晴晴子Hare,13643,98460,1402290747,BV1GY4y1t7mv,https://www.bilibili.com/video/BV1GY4y1t7mv,https://space.bilibili.com/1402290747,晴晴子Hare,4,10078,19366,124294,0
全面了解家用配电箱,方猫boom,10022,71361,138624168,BV1kU4y127yy,https://www.bilibili.com/video/BV1kU4y127yy,https://space.bilibili.com/138624168,方猫boom,323,472514,1392144,16656989,28181
【中日情侣】约会vlog｜女仆咖啡店｜卡拉ok｜动漫街｜回转寿司｜听日本小姐姐唱歌,akuonno,4144,28931,15597924,BV1cU4y1U7PE,https://www.bilibili.com/video/BV1cU4y1U7PE,https://space.bilibili.com/15597924,akuonno,2,86792,680581,5606988,69690
《 甄 嬛 诱 捕 菜 》,居居趣做饭,11251,208103,36591074,BV1n3411K7DH,https://www.bilibili.com/video/BV1n3411K7DH,https://space.bilibili.com/36591074,居居趣做饭,116,137183,810463,11931285,1473
给大家表演一个倒立洗头,快乐源泉bot,19255,396413,3107068,BV1Ra41177Qg,https://www.bilibili.com/video/BV1Ra41177Qg,https://space.bilibili.com/3107068,快乐源泉bot,9,711247,39747888,743155650,2229
上学也挺辛苦的，儿子早上都没精神，做了乌鸡菌菇汤米粉很好吃，一人吃了一大碗！,小酒窝欢欢,3296,66088,1507795775,BV1244y1g74m,https://www.bilibili.com/video/BV1244y1g74m,https://space.bilibili.com/1507795775,小酒窝欢欢,33,101477,1202337,21349132,0
超有爱！粉色冰墩墩来了,央视新闻,36179,514862,456664753,BV1x54y1Z7B7,https://www.bilibili.com/video/BV1x54y1Z7B7,https://space.bilibili.com/456664753,央视新闻,19,9092776,212687862,1635081678,7702150
跟男友交换身体后，他竟然先做这件事。。。,达达达布溜-,65788,559485,430926487,BV18S4y187JL,https://www.bilibili.com/video/BV18S4y187JL,https://space.bilibili.com/430926487,达达达布溜-,247,1568412,19753799,206478655,0
10分钟睡前阴瑜伽跟练疏通肝经，排毒养肤,君之yoga,1082,34627,373445624,BV11F41177nU,https://www.bilibili.com/video/BV11F41177nU,https://space.bilibili.com/373445624,君之yoga,13,9563,11411,398762,0
【low君】《微笑Pasta》:06年台偶收视冠军，大明星恋上乌龟妹！,low君热剧,21766,209072,34189415,BV1tv4y1A7FW,https://www.bilibili.com/video/BV1tv4y1A7FW,https://space.bilibili.com/34189415,low君热剧,7,2311415,22357837,389086034,21530
排位日常：别问，问就是打不过,墨小仟ovo,26573,458044,391476102,BV1cv4y1T7sp,https://www.bilibili.com/video/BV1cv4y1T7sp,https://space.bilibili.com/391476102,墨小仟ovo,4,20179,302500,3440404,0
【一命通关】只有一条命，失败就重开！翻车，不可能的！,易凌叔,14971,253449,344488725,BV1Dt4y1W7yV,https://www.bilibili.com/video/BV1Dt4y1W7yV,https://space.bilibili.com/344488725,易凌叔,182,291092,1617947,32216857,0
【好康不社死】东方Project 蕾米莉亚《永远鲜红的幼月》美化主题包,Dr_Black,8233,86953,51537052,BV1s34y1E73w,https://www.bilibili.com/video/BV1s34y1E73w,https://space.bilibili.com/51537052,Dr_Black,2000,83854,598944,7832400,11811
卤水、醋水、蒜水、辣椒油，做我们陕西口味豆腐脑，这四个调料缺一不可，老师傅教你地道的陕西味儿~,品诺美食开课啦,9069,86728,352637817,BV16Y4y157RF,https://www.bilibili.com/video/BV16Y4y157RF,https://space.bilibili.com/352637817,品诺美食开课啦,38,2190616,9774723,168699002,0
日本不只有东京！京都的王牌高校挑花了眼！带大家感受真实的京都留学与生活~,芥末留学,2117,28665,28722986,BV1r3411A7Pu,https://www.bilibili.com/video/BV1r3411A7Pu,https://space.bilibili.com/28722986,芥末留学,191,41222,226973,5609099,49794
“总是想太多，到底该咋办？”,傻白在美国,1785,29126,1373230511,BV1fB4y117wj,https://www.bilibili.com/video/BV1fB4y117wj,https://space.bilibili.com/1373230511,傻白在美国,7,291959,679566,13729280,0
5元成本做一筐，在家如何【省时省力】做法棍，上巴下巴一起嚼起来,就是Hannah,8311,189799,365289494,BV1TS4y1h7qG,https://www.bilibili.com/video/BV1TS4y1h7qG,https://space.bilibili.com/365289494,就是Hannah,41,62699,251472,7558243,3907
338所高校免费开放课程资源！国家开放大学终身教育平台免费开放,央视网快看,3681,28259,451320374,BV193411G7xa,https://www.bilibili.com/video/BV193411G7xa,https://space.bilibili.com/451320374,央视网快看,17,1421028,32738268,666164177,48981
【徐静雨】勇士独行侠谁能胜出？东契奇很强，但对上他是相对幸运！,雨说体育徐静雨,5436,253644,306936843,BV1R34y177Fi,https://www.bilibili.com/video/BV1R34y177Fi,https://space.bilibili.com/306936843,雨说体育徐静雨,21,720735,5911935,286381472,202450
馋雪媚娘了! 甜品局安排 !,-嘴嘴儿,5435,100481,52871322,BV1gF411M7rJ,https://www.bilibili.com/video/BV1gF411M7rJ,https://space.bilibili.com/52871322,-嘴嘴儿,126,252925,1668202,44774511,0
拜托了，考研阅读真题千万别乱刷！,利之学姐,2790,38874,2116214111,BV1634y1a7PS,https://www.bilibili.com/video/BV1634y1a7PS,https://space.bilibili.com/2116214111,利之学姐,46,340076,405555,10952443,0
我竟然编了一首渐暖的舞蹈,陈梓铭ya,9443,112700,331750617,BV1du411k7Zp,https://www.bilibili.com/video/BV1du411k7Zp,https://space.bilibili.com/331750617,陈梓铭ya,25,98433,464942,5401937,0
感觉少指一下都吃亏,快乐源泉bot,2662,58584,3107068,BV1mA4y1o74i,https://www.bilibili.com/video/BV1mA4y1o74i,https://space.bilibili.com/3107068,快乐源泉bot,9,711249,39747899,743155650,2229
最新研究表明：全球变暖或致人类睡眠时间减少,央视新闻,17572,174375,456664753,BV1ER4y1w78a,https://www.bilibili.com/video/BV1ER4y1w78a,https://space.bilibili.com/456664753,央视新闻,19,9092777,212687880,1635081678,7702150
如果你想去一趟壮丽的星际旅行，那就来内蒙吧！,一期一会_treasure,6702,107903,96012146,BV1TB4y1y7pa,https://www.bilibili.com/video/BV1TB4y1y7pa,https://space.bilibili.com/96012146,一期一会_treasure,45,270134,587940,11256826,0
石峁遗址：崇拜城墙的先民？商周青铜器纹样的原型？原初的中华文明，一朝石破天惊！,史图馆,5743,101890,15262818,BV1Ar4y1t73V,https://www.bilibili.com/video/BV1Ar4y1t73V,https://space.bilibili.com/15262818,史图馆,305,1576459,5807233,35281652,1930273
【原神】蚌埠住了！是哪个鬼才教你这么剪的？？？,小米酱会发光,30057,368513,238767396,BV1tv4y1N7bS,https://www.bilibili.com/video/BV1tv4y1N7bS,https://space.bilibili.com/238767396,小米酱会发光,113,222206,3832990,44609181,2820
黄黑皮夏日T恤测评｜这些颜色退！退！！退！！ 求求千万别碰！,酸Q柠檬子,6156,96331,1688056969,BV1K3411P7j1,https://www.bilibili.com/video/BV1K3411P7j1,https://space.bilibili.com/1688056969,酸Q柠檬子,7,2497,6689,101998,0
【考前救命】人大学长：大英赛大作文模板（议论文）,Roy大表哥,2833,50922,526367883,BV1wY4y187Wc,https://www.bilibili.com/video/BV1wY4y187Wc,https://space.bilibili.com/526367883,Roy大表哥,288,378836,877352,12042091,1999
BOY STORY 鑫隆 《Pour Up》（DEAN ft. Zico）自编舞,BOYSTORY,8230,56787,206837580,BV1aS4y1b7Sb,https://www.bilibili.com/video/BV1aS4y1b7Sb,https://space.bilibili.com/206837580,BOYSTORY,3,183545,2886791,46649895,0
我摊牌了，我膨胀了！,快厨男,10465,127875,1076278093,BV1rA4y1S7Ym,https://www.bilibili.com/video/BV1rA4y1S7Ym,https://space.bilibili.com/1076278093,快厨男,6,309085,2285771,37694168,0
砸锅卖铁榨干战力！拉满铜运屋！4100万战力达成！,鬼叔黍,21144,238976,38568774,BV1vg411d77U,https://www.bilibili.com/video/BV1vg411d77U,https://space.bilibili.com/38568774,鬼叔黍,423,373420,3022086,33767025,0
解锁了麻薯，辣条就地位不保，女儿超开心,小喵粑粑,2408,30501,701203022,BV1eT4y167qE,https://www.bilibili.com/video/BV1eT4y167qE,https://space.bilibili.com/701203022,小喵粑粑,189,206029,925347,17822209,35483
【Redis】面试题32问，刷完面试通过概率提升90%。,Java面试宝典,1956,32890,1565473556,BV1PA4y1D7Ry,https://www.bilibili.com/video/BV1PA4y1D7Ry,https://space.bilibili.com/1565473556,Java面试宝典,8,1063,5456,77821,0
这一脚，贯穿星辰！,善良の阿宅,194772,1461374,33887248,BV1GB4y1y78f,https://www.bilibili.com/video/BV1GB4y1y78f,https://space.bilibili.com/33887248,善良の阿宅,67,1942,222135,1932817,0
老仁与海的故事，经典永流传！,拜仁慕尼黑足球俱乐部,2413,19173,473904412,BV1hY411c7fU,https://www.bilibili.com/video/BV1hY411c7fU,https://space.bilibili.com/473904412,拜仁慕尼黑足球俱乐部,2,153125,502727,6070504,0
《Faded》电吉他弹奏教学 | 如何长按，同一首歌为啥别人弹出来更好听。,sky过不了江东_,3165,58534,2062468034,BV1q3411K7RA,https://www.bilibili.com/video/BV1q3411K7RA,https://space.bilibili.com/2062468034,sky过不了江东_,0,19975,139910,2061864,0
您的关机速度打败了全国99%的小猫,Hammer89,30487,649197,179135047,BV1jt4y1s7JH,https://www.bilibili.com/video/BV1jt4y1s7JH,https://space.bilibili.com/179135047,Hammer89,414,58,30521,609532,0
【喵☆酱】喜劇【间谍过家家】【翻唱】,喵☆酱,25440,148130,1677445,BV1w34y1a71G,https://www.bilibili.com/video/BV1w34y1a71G,https://space.bilibili.com/1677445,喵☆酱,477,742381,2569613,16072140,0
